Id,Choice
1,0.204760835063806
2,0.764261735739715
3,0.0674128868857368
4,0.158836390421634
5,0.664169285948554
6,0.238766277192772
7,0.460978839070123
8,0.936389166572658
9,0.0415845446714532
10,0.857896465650715
11,0.313433658343928
12,0.90720744885989
13,0.485285607431395
14,0.537968181804869
15,0.917774698517162
16,0.876768458085896
17,0.955626256372428
18,0.202672849834457
19,0.905854053691135
20,0.358051147188554
21,0.811743236885452
22,0.0765217573521672
23,0.920321086126613
24,0.803995389872564
25,0.0939381928618271
26,0.055361971336885
27,0.0719316081154266
28,0.427611728436705
29,0.0939709611576421
30,0.717285338446597
31,0.0751140850540117
32,0.94296226375727
33,0.605288946452182
34,0.816448288501355
35,0.654239794696193
36,0.47760313662337
37,0.484852019495407
38,0.255806837274025
39,0.719011531317565
40,0.560970440703211
41,0.748227321756668
42,0.0774100606751893
43,0.125042924095016
44,0.969408332670588
45,0.0599359792516779
46,0.673775405625427
47,0.678139238258051
48,0.0594046833341197
49,0.0752296487414122
50,0.455450258586066
51,0.157127261542288
52,0.0758048044279213
53,0.0748934885746364
54,0.372827001913766
55,0.941270246867512
56,0.144457917656424
57,0.224998427713296
58,0.560176523335826
59,0.0783522765741026
60,0.958898258928957
61,0.115241820359091
62,0.630413686179161
63,0.111531683118455
64,0.362479752281943
65,0.580598169925875
66,0.0583730280619128
67,0.344210447504456
68,0.405539125115744
69,0.583934754657104
70,0.612044169576263
71,0.851822446594184
72,0.243771088358772
73,0.271032492211173
74,0.35832711326719
75,0.604733026640924
76,0.842449703935166
77,0.377477016196118
78,0.603249383718789
79,0.22566037654363
80,0.0216186873550026
81,0.276863478824764
82,0.0508738397886512
83,0.261620938297714
84,0.64352331879292
85,0.396937567191396
86,0.220961434991708
87,0.558634259459132
88,0.186086737489104
89,0.894762730914358
90,0.711754496631727
91,0.143065129419263
92,0.0529943436949288
93,0.945198767952976
94,0.928881732489661
95,0.164610134055596
96,0.18620813986174
97,0.945551596037671
98,0.661786081313237
99,0.659356022593434
100,0.509658875986911
101,0.416510748684337
102,0.940114140475877
103,0.921642728123301
104,0.347726951745989
105,0.385916751382365
106,0.547496057649172
107,0.238278877636599
108,0.504479067500571
109,0.23718388870885
110,0.900847944376244
111,0.39194904585308
112,0.109522677069053
113,0.895388913004548
114,0.26051143531066
115,0.953981952715738
116,0.741320571505979
117,0.54520345112784
118,0.953897426277944
119,0.935631726250395
120,0.93027147257784
121,0.90867650601852
122,0.935270200948984
123,0.048557566813097
124,0.700901684740947
125,0.776039829673158
126,0.937948611066497
127,0.793856756967866
128,0.0434973529034144
129,0.441406122562727
130,0.871238542031309
131,0.480243906126081
132,0.256925686710951
133,0.214483633836518
134,0.8627588819824
135,0.0741054524297555
136,0.664448017805876
137,0.952035312352179
138,0.331440781145792
139,0.81466256889967
140,0.164055274923035
141,0.945901123041023
142,0.92016794056736
143,0.632793635945634
144,0.91765583553671
145,0.39280752351721
146,0.0400801061901662
147,0.170958110055002
148,0.0503600758435258
149,0.386037352779907
150,0.903050387460307
151,0.12078455334409
152,0.10747469489203
153,0.969364574044012
154,0.92388363861347
155,0.182735766709282
156,0.0920088810328188
157,0.838448694969884
158,0.973252873389024
159,0.688813928385492
160,0.435416210645498
161,0.594133514067116
162,0.463947049901152
163,0.735190035601748
164,0.548437102725501
165,0.284072305131794
166,0.392149009588189
167,0.944665392566451
168,0.927690050623882
169,0.141738081434116
170,0.101750057770342
171,0.543838294723786
172,0.440375077685124
173,0.0942496298167644
174,0.676561964492338
175,0.21438203931688
176,0.0780672648785492
177,0.371296413033047
178,0.964903063281774
179,0.512254287096425
180,0.920518981972003
181,0.432737935734556
182,0.574715842691784
183,0.855255736250862
184,0.56432366976556
185,0.172343841764127
186,0.825381310658902
187,0.360500541703149
188,0.0856245754106114
189,0.680207057021899
190,0.949888804441045
191,0.867308287912085
192,0.787321578735533
193,0.0355080270827034
194,0.427160523427462
195,0.885798240827695
196,0.936484333997925
197,0.520977183215438
198,0.958579662669513
199,0.945409366482563
200,0.594193682612616
201,0.822300762312039
202,0.951198045675363
203,0.195089424404263
204,0.187102413126411
205,0.945925447898528
206,0.108267499678912
207,0.110679578378376
208,0.880581496607121
209,0.0170050123348829
210,0.0542651904255594
211,0.946060905017929
212,0.583465132091191
213,0.701523869684604
214,0.867038890777471
215,0.948218688067777
216,0.22566037654363
217,0.785922814078478
218,0.925330292536937
219,0.874665757951486
220,0.0548823214371728
221,0.608937842934563
222,0.895437049951053
223,0.450075980773195
224,0.117563758713895
225,0.283495687175017
226,0.464820682413373
227,0.960191771218319
228,0.037784612986442
229,0.892153620071621
230,0.533171563378819
231,0.0243555072236634
232,0.0862067641373443
233,0.120039444780894
234,0.88016552862029
235,0.844857092898888
236,0.520842820144892
237,0.0590100464258484
238,0.501874620869659
239,0.558552672831727
240,0.656538545888153
241,0.964658574417768
242,0.522231216815008
243,0.542766914227431
244,0.90610170388603
245,0.0359735284732559
246,0.769197131632609
247,0.0372695194237754
248,0.953094018766297
249,0.958813579953138
250,0.664826879665327
251,0.963922715102754
252,0.965081441062918
253,0.425756140515545
254,0.460922887709393
255,0.0543055683866525
256,0.0446842072713884
257,0.153886909002397
258,0.167261347539291
259,0.410098566716613
260,0.85289145772673
261,0.0671890355766279
262,0.951952450661714
263,0.836445488630764
264,0.923599760653778
265,0.885198839244207
266,0.217963435898054
267,0.782550274165934
268,0.363864826343852
269,0.733273061194188
270,0.896072268126606
271,0.801725330747716
272,0.954764917704297
273,0.419922135167019
274,0.0643018056123412
275,0.887880458518886
276,0.262836872903994
277,0.946551922681237
278,0.926914435420538
279,0.532796949293236
280,0.387878629265392
281,0.356491327695107
282,0.652590576934934
283,0.914839405707315
284,0.610647148394108
285,0.705756667516682
286,0.793699419064174
287,0.599542693682527
288,0.931274383470738
289,0.683544411877164
290,0.0987331566126277
291,0.910519673730642
292,0.903119087974593
293,0.848894403327049
294,0.0781154564248427
295,0.944090348272585
296,0.270845875006593
297,0.873815910959033
298,0.953641289069461
299,0.93052750409291
300,0.888827232236731
301,0.0367357252627948
302,0.396937567191396
303,0.448365967700264
304,0.230901111814315
305,0.922360516783819
306,0.308416443768269
307,0.02168705566172
308,0.47397392646248
309,0.768148171600775
310,0.0712846936864963
311,0.417180650041231
312,0.132629287525585
313,0.304806097895671
314,0.708328323387931
315,0.67095508748796
316,0.849021277286733
317,0.956198485699556
318,0.142577981720872
319,0.342994361272038
320,0.651570816958829
321,0.539327201466385
322,0.792639143040453
323,0.0401204401095293
324,0.848588336088173
325,0.935785703595853
326,0.0473912366924708
327,0.117762905062028
328,0.600909513396857
329,0.923950919435238
330,0.344210447504456
331,0.175313689709225
332,0.0599359792516779
333,0.91704885203425
334,0.0589588553528778
335,0.864783852191543
336,0.897823544005799
337,0.546116609011575
338,0.847223422988923
339,0.76581634472278
340,0.779698236326245
341,0.94822604368478
342,0.852733321874105
343,0.893583783247811
344,0.0518073852490307
345,0.333632991772503
346,0.144480661656693
347,0.909595684387494
348,0.527857833347438
349,0.50251780536196
350,0.0736599375071189
351,0.61387794169351
352,0.339558396638343
353,0.696280600917291
354,0.0480231482297532
355,0.422146828813114
